,agentName,price,address,beds,baths,parking,postcode
1255,Support Team,390.0,9 Cornelius Close MELTON SOUTH VIC 3338,2,2,1,3338
1256,Emily Dowel Aquire Leasing,355.0,8a Station Street SEAFORD VIC 3198,1,1,1,3198
1257,Manpreet Kaur,370.0,14/62 andrew street MELTON SOUTH VIC 3338,3,1,2,3338
1258,Guardian Melbourne,400.0,51 Marble Drive MELTON SOUTH VIC 3338,3,2,2,3338
1259,Ke Ke,395.0,307/9 Earl Street CARLTON VIC 3053,1,1,0,3053
1260,Daniel Hamilton,415.0,5/14 Olive Street CAULFIELD SOUTH VIC 3162,1,1,1,3162
1261,Daniel Hamilton,440.0,309/109 Inkerman Street ST KILDA VIC 3182,1,1,1,3182
1262,Ismaeel Hussain,450.0,719/555 Flinders Street MELBOURNE VIC 3000,1,1,0,3000
1263,Marcel Koning,450.0,4/26 Bourke Street MENTONE VIC 3194,1,1,1,3194
1264,Tom Koller,410.0,3/29 Greville Street PRAHRAN VIC 3181,1,1,1,3181
1265,Robert  Silverman,410.0,3/1222 Dandenong Road MURRUMBEENA VIC 3163,2,1,1,3163
1266,Tom Koller,410.0,4/43 Grandview Grove PRAHRAN VIC 3181,1,1,1,3181
1267,Tom Koller,430.0,G04/950 Swanston Street CARLTON VIC 3053,1,1,0,3053
1268,Janelle De Iesi,450.0,4/3 Adams Street ALPHINGTON VIC 3078,2,1,1,3078
1269,Kirk Stafford,450.0,9/12 May Street ELWOOD VIC 3184,1,1,1,3184
1270,Kerttu  Luik,450.0,1/2 Emilton Avenue ST KILDA VIC 3182,1,1,1,3182
1271,Amy Ma,420.0,2/6 Edgar Street GLEN IRIS VIC 3146,1,1,1,3146
1272,Alicia Cannizzaro,450.0,7/115 High Street PRESTON VIC 3072,2,1,1,3072
1273,Cameron  Gibson,435.0,3/K3 Union Street MELBOURNE VIC 3004,1,1,1,3004
1274,Stacey Kelegouris,450.0,2/134 Rathmines Street FAIRFIELD VIC 3078,2,1,1,3078
1275,Christian Neofotistos,420.0,6/86 Stafford ABBOTSFORD VIC 3067,1,1,1,3067
1276,Adam Todisco,420.0,101/233 Dandenong Road WINDSOR VIC 3181,1,1,1,3181
1277,Leasing Concierge,450.0,15/164 Wattletree Road MALVERN VIC 3144,1,1,1,3144
1278,Wimpie Santoso,430.0,Unit 405/160 Little Lonsdale St MELBOURNE VIC 3000,1,1,0,3000
1279,Preet Sandhu,450.0,3/66 Simpson St EAST MELBOURNE VIC 3002,1,1,0,3002
1280,Alicia Cannizzaro,450.0,3/125 Arthur Street FAIRFIELD VIC 3078,1,1,1,3078
1281,Thea Toogood,450.0,14/7 Cardigan Street ST KILDA EAST VIC 3183,1,1,1,3183
1282,Leasing Team,420.0,406/198 St Kilda Road ST KILDA VIC 3182,1,1,0,3182
1283,Barbara Baltas,450.0,908/557 Little Lonsdale Street MELBOURNE VIC 3000,1,1,0,3000
1284,Mary Corso,450.0,404/380 Bell Street PRESTON VIC 3072,1,1,1,3072
1285,Feroza Ahmed,435.0,105/16 Bent Street BENTLEIGH VIC 3204,1,1,1,3204
1286,Brittany Thomas,420.0,2/94 MITCHELL STREET WODONGA VIC 3690,2,1,1,3690
1287,Daniel Hamilton,420.0,113/12-18 Martin Street ST KILDA VIC 3182,1,1,0,3182
1288,David Hua,410.0,6/25 The Avenue MALVERN EAST VIC 3145,1,1,1,3145
1289,Katie Love,430.0,8/35 Carlisle Street ST KILDA VIC 3182,1,1,1,3182
1290,Daniel Hamilton,450.0,2/34 Mathoura Road TOORAK VIC 3142,1,1,0,3142
1291,Oscar Sturm,410.0,8/90 Hambleton Street MIDDLE PARK VIC 3206,1,1,1,3206
1292,Kerttu Luik,420.0,21/225 Canterbury Road ST KILDA WEST VIC 3182,1,1,1,3182
1293,Leasing Team,450.0,11/161 Wellington Parade South EAST MELBOURNE VIC 3002,1,1,0,3002
1294,Jayde Cashion,410.0,1/375 Abbotsford Street NORTH MELBOURNE VIC 3051,1,1,1,3051
1295,Chris Bai,445.0,2/84 Campbell Road HAWTHORN EAST VIC 3123,1,1,1,3123
1296,Tara Stewart,450.0,6/467 New Street BRIGHTON VIC 3186,2,1,1,3186
1297,Leasing Team,450.0,114/18 Queen Street BLACKBURN VIC 3130,1,1,1,3130
1298,Clementina Tralongo,430.0,421/528 Swanston Street CARLTON VIC 3053,1,1,0,3053
1299,Paul Tunney,425.0,9/89 Osborne Street SOUTH YARRA VIC 3141,1,1,1,3141
1300,Tim Callander,415.0,2/5 Arbour Grove BELMONT VIC 3216,2,1,1,3216
1301,Jaryd Bray,450.0,2/53 Daley Street BENTLEIGH VIC 3204,1,1,1,3204
1302,Leasing Team,425.0,302/9 Chesterville Road CHELTENHAM VIC 3192,1,1,1,3192
1303,Ysabella Dimitrakopoulos,450.0,12/142 Riversdale Road HAWTHORN VIC 3122,1,1,0,3122
1304,Shakira Jaisingh-Fluitsma,410.0,17/91 Ormond Road ELWOOD VIC 3184,1,1,1,3184
1305,Carson Mair,410.0,30/12 Fitzroy Street ST KILDA VIC 3182,1,1,1,3182
1306,Clementina Tralongo,420.0,118/528 Swanston Street CARLTON VIC 3053,1,1,0,3053
1307,Kirk Stafford,450.0,3/5B The Avenue BALACLAVA VIC 3183,2,1,1,3183
1308,Leo Zhang,410.0,17/401 Toorak Road SOUTH YARRA VIC 3141,1,1,1,3141
1309,Adele Curcio,410.0,504/62 Carlisle Street ST KILDA VIC 3182,1,1,0,3182
1310,Ismaeel Hussain,430.0,1/54 Sutherland Road ARMADALE VIC 3143,1,1,1,3143
1311,David Hua,440.0,104/226 Waverley Road MALVERN EAST VIC 3145,1,1,1,3145
1312,Ismaeel Hussain,450.0,1310/80 ABeckett Street MELBOURNE VIC 3000,1,1,0,3000
1313,Tim Callander,430.0,13 Bluegum Court CORIO VIC 3214,3,1,2,3214
1314,Robyn Rech,430.0,5/39 Eildon Road ST KILDA VIC 3182,1,1,0,3182
1315,Liam Mulligan,450.0,1/118 Campbell Street COLLINGWOOD VIC 3066,1,1,1,3066
1316,Kerttu  Luik,420.0,6/21 Redan Street ST KILDA VIC 3182,1,1,1,3182
1317,Leasing Team,450.0,801/52 Park Street SOUTH MELBOURNE VIC 3205,1,1,0,3205
1318,Renee Saunders,420.0,1/45 William Street WODONGA VIC 3690,2,1,1,3690
1319,Victoria Ryan,450.0,603/255 Racecourse Rd KENSINGTON VIC 3031,1,1,1,3031
1320,Thea Toogood,450.0,8/50 Disraeli Street KEW VIC 3101,2,1,1,3101
1321,Liam Mulligan,425.0,8/7 Docker St RICHMOND VIC 3121,1,1,1,3121
1322,Wimpie Santoso,410.0,Unit 1001/52 Park St SOUTH MELBOURNE VIC 3205,1,1,0,3205
1323,Maddy Stubbs,430.0,13/15 Hotham Street ST KILDA EAST VIC 3183,2,1,0,3183
1324,Leanne Stahmer,440.0,1A Winston Drive CAULFIELD SOUTH VIC 3162,1,1,0,3162
1325,Mary Corso,440.0,16 Tolkien Drive MAMBOURIN VIC 3024,4,2,1,3024
1326,Tom Koller,450.0,8/17 Darling Street SOUTH YARRA VIC 3141,1,1,1,3141
1327,Zoe Swinnerton,450.0,3/8 Hudson St CAULFIELD NORTH VIC 3161,2,1,1,3161
1328,Alicia Cannizzaro,425.0,410/5 Blanch Street PRESTON VIC 3072,1,1,1,3072
1329,Tom Koller,425.0,11/425 Toorak Road TOORAK VIC 3142,1,1,1,3142
1330,Renee Saunders,420.0,1/1 Kingfisher Drive WODONGA VIC 3690,2,1,1,3690
1331,Mona Wang,450.0,204/86 Altona Street KENSINGTON VIC 3031,1,1,1,3031
1332,Paula Porter,440.0,1/1 Bates Street MALVERN EAST VIC 3145,2,1,1,3145
1333,Mona Wang,425.0,504/740 Swanston Street CARLTON VIC 3053,1,1,0,3053
1334,Leasing Concierge,430.0,9/204 Neerim Road CARNEGIE VIC 3163,2,1,1,3163
1335,Sue Ritchie,435.0,3 Anne Street WODONGA VIC 3690,2,1,3,3690
1336,Monty Gill,425.0,103/15 Clifton Street PRAHRAN VIC 3181,1,1,0,3181
1337,Cameron  Gibson,445.0,23/174 Peel Street WINDSOR VIC 3181,1,1,1,3181
1338,Kaitlyn Brand,420.0,9/10 Gurner St ST KILDA VIC 3182,1,1,0,3182
1339,Brandon Antrim,430.0,6/44 Dundas Street THORNBURY VIC 3071,2,1,1,3071
1340,Brandon Antrim,450.0,10/97 Brickworks Drive BRUNSWICK VIC 3056,1,1,1,3056
1341,Phoebe Tayler,420.0,50 Unison Road STRATHTULLOH VIC 3338,3,2,1,3338
1342,Tara Bourke,450.0,4/229 Dow Street PORT MELBOURNE VIC 3207,1,1,0,3207
1343,Jodie Greschke,450.0,10-11 Camellia Court WODONGA VIC 3690,4,2,4,3690
1344,Brandon Antrim,420.0,313/408-410 Lygon Street BRUNSWICK EAST VIC 3057,1,1,1,3057
1345,Zac Keltie,430.0,3/280-284 Cardigan Street CARLTON VIC 3053,1,1,1,3053
1346,Casey Blaine,440.0,1/64 Chum St GOLDEN SQUARE VIC 3555,3,1,1,3555
1347,Zac Keltie,425.0,2/14 Prendergast Lane NORTH MELBOURNE VIC 3051,1,1,0,3051
1348,Sylvia Hao,440.0,202/1 Lygon Street BRUNSWICK EAST VIC 3057,1,1,0,3057
1349,Josh McClelland,450.0,51 Queen Elizabeth Drive TALLANGATTA VIC 3700,3,1,2,3700
1350,Casey Blaine,420.0,5/8 Dale St KENNINGTON VIC 3550,1,1,1,3550
1351,Dylan Archer-Jeffrey,450.0,421 Sherrard Street BLACK HILL VIC 3350,4,3,2,3350
1352,Joshua Hellyer,450.0,203/30-34 Bray Street SOUTH YARRA VIC 3141,1,1,0,3141
1353,Ruella Head,405.0,13/20 Orange Grove ST KILDA EAST VIC 3183,2,1,1,3183
1354,Ranjit Singh,450.0,108/4 Bik Lane FITZROY NORTH VIC 3068,1,1,1,3068
1355,Tara Bourke,450.0,2/72 Withers Street ALBERT PARK VIC 3206,1,1,1,3206
1356,Cooper Cavallo,450.0,205/24 Cobden Street NORTH MELBOURNE VIC 3051,1,1,1,3051
1357,Ashlee Rayner,450.0,2/11A Moffatt Crescent HOPPERS CROSSING VIC 3029,3,1,1,3029
1358,Kristee Coxon,440.0,7/74 Beach Street FRANKSTON VIC 3199,2,1,1,3199
1359,Leasing Concierge,420.0,1/32 Tranmere Ave CARNEGIE VIC 3163,1,1,1,3163
1360,Adam Farrugia,430.0,204/2 Bailey Cresent OAK PARK VIC 3046,1,1,1,3046
1361,Lydia Hurst,415.0,7/52 Sutherland Road ARMADALE VIC 3143,1,1,1,3143
1362,Nathan Gray,435.0,55 Tulloh Street ELLIMINYT VIC 3250,3,1,1,3250
1363,Leasing Concierge,420.0,7/45 Gladwyn Avenue BENTLEIGH EAST VIC 3165,2,1,1,3165
1364,Leasing Concierge,435.0,109/1059 Dandenong Road MALVERN EAST VIC 3145,1,1,1,3145
1365,Kaye McClintock,405.0,5/43 Hickford Street RESERVOIR VIC 3073,1,1,1,3073
1366,Ruella Head,450.0,8/17 Burnett Street ST KILDA VIC 3182,1,1,1,3182
1367,Dylan Cropley,430.0,140 Tarneit Road WERRIBEE VIC 3030,3,1,1,3030
1368,Maya Hunak,430.0,10 Cobbler St WERRIBEE VIC 3030,3,1,1,3030
1369,Sharni carlton,430.0,11 Acheron Crescent WERRIBEE VIC 3030,3,1,2,3030
1370,Denis Stavropoulos,450.0,2/7 Arnott Street CLAYTON VIC 3168,1,1,0,3168
1371,Anthea Hamilton,420.0,345B High Street KANGAROO FLAT VIC 3555,3,2,2,3555
1372,Kitrina Gorgis,1950.0,14/205 Maribyrnong Road ASCOT VALE VIC 3032,2,1,1,3032
1373,Luke Pickering,450.0,4/84A Maribyrnong Road MOONEE PONDS VIC 3039,2,1,1,3039
1374,Ruella Head,425.0,5/12 Rosedale Avenue GLEN HUNTLY VIC 3163,1,1,1,3163
1375,Ashlee Rayner,450.0,110 Walls Road WERRIBEE VIC 3030,3,1,2,3030
1376,Barry Tan,450.0,35 Shillings Rd MAMBOURIN VIC 3024,3,2,2,3024
1377,Bayside Rentals Leasing Team,425.0,1/31 Station Crescent BAXTER VIC 3911,2,1,1,3911
1378,Ruella Head,430.0,2/2 Marriott Street ST KILDA VIC 3182,1,1,1,3182
1379,Taleah Donnelly,450.0,12 Rheola Street EYNESBURY VIC 3338,4,2,2,3338
1380,Jacky Johnson,410.0,216 Don Street BENDIGO VIC 3550,3,1,1,3550
1381,Ruella Head,430.0,7/23 Robe Street ST KILDA VIC 3182,1,1,0,3182
1382,Jason King,415.0,46 Torrance Drive HARKNESS VIC 3337,3,2,1,3337
1383,Andrew Mouanoutoua,410.0,5 Midmar Terrace THORNHILL PARK VIC 3335,3,2,1,3335
1384,Maya Hunak,450.0,4 Edgemead Rise WERRIBEE VIC 3030,3,2,2,3030
1385,Shermta Flomo,450.0,314/1 Clara Street SOUTH YARRA VIC 3141,1,1,0,3141
1386,Carson Mair,440.0,302/594 St Kilda Road MELBOURNE VIC 3004,1,1,1,3004
1387,Stephanie Allen,450.0,17/246 Albert Street EAST MELBOURNE VIC 3002,1,1,0,3002
1388,Bayside Rentals Leasing Team,420.0,20/5 Peter Street GROVEDALE VIC 3216,2,1,1,3216
1389,Tim Callander,450.0,39 Oxford Street WHITTINGTON VIC 3219,3,2,2,3219
1390,Bayside Rentals Leasing Team,425.0,9/430 Nepean Highway FRANKSTON VIC 3199,2,1,1,3199
1391,Shenay Caglar,430.0,2/101-103 Synnot Street WERRIBEE VIC 3030,2,1,1,3030
1392,Taila Marra,450.0,1/14 Navigator Street MARIBYRNONG VIC 3032,2,1,1,3032
1393,Milly Chaprana,410.0,89C Huntingfield Drive HOPPERS CROSSING VIC 3029,2,1,1,3029
1394,Andrew Mouanoutoua,450.0,13 Sapphire Road COBBLEBANK VIC 3338,4,2,2,3338
1395,Leasing Concierge,415.0,12/59 Raleigh St WINDSOR VIC 3181,1,1,1,3181
1396,Aleksandra Garg,440.0,11 Eaton Street MELTON SOUTH VIC 3338,3,1,0,3338
1397,Karen Hynes,440.0,58 Cox Street PORT FAIRY VIC 3284,2,1,0,3284
1398,Emily Kusay,440.0,210B/8 Clinch Avenue PRESTON VIC 3072,1,1,1,3072
1399,William Saritschniy,420.0,11/164 Lennox Street RICHMOND VIC 3121,1,1,1,3121
1400,Annabelle Munt,450.0,821/585 La Trobe Street MELBOURNE VIC 3000,1,1,0,3000
1401,Kok Tai Yap,420.0,222 Burwood Highway BURWOOD VIC 3125,2,1,0,3125
1402,Carson Mair,450.0,1281/1 William Street MELBOURNE VIC 3000,1,1,0,3000
1403,Manuel Flores,450.0,312/408 Lonsdale Street MELBOURNE VIC 3000,1,1,0,3000
1404,Thea Toogood,440.0,1/14 May Road TOORAK VIC 3142,1,1,1,3142
1405,Adele Curcio,410.0,7/860 High Street ARMADALE VIC 3143,1,1,1,3143
1406,Tom Koller,425.0,11/43 Kensington Road SOUTH YARRA VIC 3141,1,1,1,3141
1407,Barbara Baltas,425.0,208/408 Lonsdale Street MELBOURNE VIC 3000,1,1,0,3000
1408,Amy Ma,425.0,4/29 Belmont Avenue North GLEN IRIS VIC 3146,2,1,0,3146
1409,Carson Mair,450.0,15 St Edmonds Road PRAHRAN VIC 3181,1,1,1,3181
1410,Kim Te,440.0,24 Selhurst Street WYNDHAM VALE VIC 3024,3,2,2,3024
1411,Daniel Hamilton,435.0,11/23 Tivoli Road SOUTH YARRA VIC 3141,1,1,1,3141
1412,Thea Toogood,425.0,2/111 Victoria Road HAWTHORN EAST VIC 3123,1,1,1,3123
1413,Carnegie Leasing,415.0,6/11 Roseberry Grove GLEN HUNTLY VIC 3163,1,1,1,3163
1414,Alison Pekin,450.0,3/207 Torquay Road GROVEDALE VIC 3216,3,2,1,3216
1415,Cheryl Gravina,450.0,6/12 Leonard Crescent ASCOT VALE VIC 3032,1,1,1,3032
1416,Nikki Vo,450.0,3/12 Daventry Street RESERVOIR VIC 3073,2,1,1,3073
1417,James Plover,440.0,15 Beartooth Drive WINTER VALLEY VIC 3358,4,2,2,3358
1418,Adriana Valencia,450.0,4 Central Road CLIFTON SPRINGS VIC 3222,3,1,1,3222
1419,Lisa Samulski,420.0,2/130 Raglan Street DAYLESFORD VIC 3460,2,1,0,3460
1420,Cynthia Mercieca,420.0,52/330 Sydenham Road SYDENHAM VIC 3037,3,2,1,3037
1421,Abbey McCaughan,450.0,21 Scenic Road CAPE PATERSON VIC 3995,3,2,0,3995
1422,Tessa Barkley,450.0,17 Glenview Avenue WODONGA VIC 3690,3,1,4,3690
1423,Kylie Malmstrom,420.0,6/45 Southey Street ELWOOD VIC 3184,1,1,1,3184
1424,Established Property Leasing,450.0,20 Fraser Street HOPPERS CROSSING VIC 3029,3,2,1,3029
1425,Caitlin Stewart,440.0,51 Cormorant Grange WINTER VALLEY VIC 3358,4,2,2,3358
1426,Olivia Stewart,430.0,17 Otway Street South BALLARAT EAST VIC 3350,3,1,1,3350
1427,Alisha Cavallaro,440.0,5/15 Mundy Street SOUTH GEELONG VIC 3220,2,1,1,3220
1428,Caroline Cummaudo,425.0,113/2 Golding Street HAWTHORN VIC 3122,1,1,1,3122
1429,Amelia Kerr,420.0,2/17 Tony Street DRYSDALE VIC 3222,2,1,1,3222
1430,Katie Wong,425.0,202/5 Dudley Street CAULFIELD EAST VIC 3145,1,1,0,3145
1431,Ali Ibrahim,440.0,9 Kunzea MEADOW HEIGHTS VIC 3048,3,1,2,3048
1432,Brittany Holland,450.0,375 Glenelg Highway SMYTHES CREEK VIC 3351,4,2,2,3351
1433,Keeley McLean,440.0,5/2-4 Fintonia Road NOBLE PARK VIC 3174,2,1,1,3174
1434,Melton Rentals,450.0,1B Chesney Road MELTON VIC 3337,4,2,2,3337
1435,Lauren Micallef,450.0,201 Cuthberts Road ALFREDTON VIC 3350,4,2,2,3350
1436,Reece Fidler,420.0,22 Gibbs Street NEWCOMB VIC 3219,2,1,1,3219
1437,Jordan Chircop,450.0,6 Ravenscraig Drive STRATHTULLOH VIC 3338,3,2,2,3338
1438,Annie-Jo Ross,430.0,22 Roscommon Avenue ALFREDTON VIC 3350,3,2,2,3350
1439,Azhar Bhatti,450.0,6/140 Hoffmans Road ESSENDON VIC 3040,2,1,1,3040
1440,Marc Tanti,450.0,9/53-61 Rippleside Terrace TARNEIT VIC 3029,2,1,1,3029
1441,Buxton Ballarat Leasing,450.0,26 Aspen Street WINTER VALLEY VIC 3358,4,2,2,3358
1442,Melton Rentals,420.0,2 Emil Court MELTON VIC 3337,3,1,0,3337
1443,Madeleine Cahill,450.0,2/34-50 Neill Street CARLTON VIC 3053,1,1,1,3053
1444,Tim Callander,450.0,1/102 McClelland Street BELL PARK VIC 3215,3,1,1,3215
1445,Taylah Vella,450.0,3 Joel Way EYNESBURY VIC 3338,4,2,2,3338
1446,Stephanie Hristovski,430.0,3/29 Gordon Street FOOTSCRAY VIC 3011,2,1,1,3011
1447,Geelong Leasing,450.0,24 Apex Avenue BELMONT VIC 3216,3,1,1,3216
1448,Established Property Leasing,450.0,120/33 Quay Boulevard WERRIBEE SOUTH VIC 3030,2,1,1,3030
1449,Lachlan Castelow,450.0,35 Freesia Drive WALLAN VIC 3756,3,2,2,3756
1450,Minmin Winand,420.0,3/11 Crescent Street NOBLE PARK VIC 3174,2,1,1,3174
1451,Susie Liu,450.0,211/43 High Street PRESTON VIC 3072,1,1,1,3072
1452,Prime Rentals,440.0,9 Beech Court CORIO VIC 3214,3,1,2,3214
1453,Tania Toti,450.0,312/24 Oleander Drive MILL PARK VIC 3082,2,2,1,3082
1454,Vesna Ristanovski,450.0,23/825 Park Street BRUNSWICK VIC 3056,1,1,0,3056
1455,Simone Shiells,450.0,4/10 Dunlop Street MARIBYRNONG VIC 3032,2,1,1,3032
1456,Lisa Samulski,420.0,85 Bailey Street CLUNES VIC 3370,3,1,0,3370
1457,Property Management,450.0,313 San Mateo Avenue MILDURA VIC 3500,2,1,3,3500
1458,Established Property Leasing,450.0,103/50 Catamaran Drive WERRIBEE SOUTH VIC 3030,2,1,1,3030
1459,Vicki Birch,450.0,1/231 Thames Boulevard WERRIBEE VIC 3030,3,1,1,3030
1460,Morwell Property Management,430.0,20 Denise Street MORWELL VIC 3840,3,1,1,3840
1461,Jason King,440.0,5 Tauto Street BROOKFIELD VIC 3338,4,2,2,3338
1462,Residences Team Melbourne,430.0,11i/131 Lonsdale St MELBOURNE VIC 3000,1,1,0,3000
1463,George Boutsiavaras,410.0,11/25 Kemp Street THORNBURY VIC 3071,1,1,1,3071
1464,Sally Monro,425.0,5/32 Macpherson Street FOOTSCRAY VIC 3011,1,1,1,3011
1465,Sarah McCracken,450.0,7/46 Edgar Street KINGSVILLE VIC 3012,2,1,1,3012
1466,Daniel Stocco,445.0,4/32 Rushall Street FAIRFIELD VIC 3078,2,1,1,3078
1467,Lily Passarelli,410.0,3/100 Collins Street THORNBURY VIC 3071,1,1,0,3071
1468,Karen Neely,450.0,3/8 Harker St SUNBURY VIC 3429,2,1,1,3429
1469,Mandi Kuran,450.0,12/27 Ewart Street MALVERN VIC 3144,1,1,1,3144
1470,Buxton Ballarat Leasing,440.0,16 Kalamata Avenue ALFREDTON VIC 3350,4,2,2,3350
1471,Janelle Ivermee,425.0,2/15 Jacobs Street BELMONT VIC 3216,2,1,1,3216
1472,Amelia Natoli,440.0,2/198 Rathdowne Street CARLTON VIC 3053,1,1,0,3053
1473,Sarah Wight,450.0,10 Anthony Court KINGSBURY VIC 3083,3,1,1,3083
1474,George Boutsiavaras,440.0,7/55 Mitchell Street NORTHCOTE VIC 3070,1,1,1,3070
1475,George Boutsiavaras,440.0,5/55 Mitchell Street NORTHCOTE VIC 3070,1,1,1,3070
1476,Daniel Trang,430.0,8 Dairymans Way BONSHAW VIC 3352,3,2,2,3352
1477,Carly Charles,450.0,53 Ash Road LEOPOLD VIC 3224,4,1,2,3224
1478,Samantha Maldonado,450.0,33A/196 The Avenue PARKVILLE VIC 3052,1,1,1,3052
1479,Elise Pascall,450.0,71 Oberon Drive BELMONT VIC 3216,3,1,4,3216
1480,Rajesh Chaubay,450.0,22 Kanimbla Avenue LEOPOLD VIC 3224,3,1,2,3224
1481,Luca Russell,450.0,S1212/570 Lygon Street CARLTON VIC 3053,2,1,0,3053
1482,Pennisi Leasing Team,450.0,2/27 Ballater Street ESSENDON VIC 3040,2,1,1,3040
1483,Lauren Micallef,440.0,37A Victory Avenue ALFREDTON VIC 3350,3,2,2,3350
1484,Maria Vestri,450.0,A210/23-35 Cumberland Road PASCOE VALE SOUTH VIC 3044,1,1,1,3044
1485,Nneka Ononye,445.0,5/2 Britannia Street GEELONG WEST VIC 3218,3,2,1,3218
1486,Sehar Verma,440.0,24 Brewster Street WOODEND VIC 3442,2,1,3,3442
1487,Ellie Jacobson,450.0,4/45-49 Orwil Street FRANKSTON VIC 3199,2,1,1,3199
1488,Prime Rentals,450.0,2/48 Nicholas Street NEWTOWN VIC 3220,2,1,2,3220
1489,Amanda Carr,450.0,12/81 Melbourne Road WILLIAMSTOWN VIC 3016,2,1,1,3016
1490,Melissa Diss,420.0,23 McKinnon Street TERANG VIC 3264,3,1,2,3264
1491,Brett Jarvis,410.0,306/29 Russell St ESSENDON VIC 3040,1,1,0,3040
1492,Sarah Craigie,450.0,32 Cooinda Crescent WATSONIA VIC 3087,2,1,1,3087
1493,Joel Catena,440.0,2/96 Glenlyon Road BRUNSWICK VIC 3056,1,1,1,3056
1494,Carly Sedgwick,450.0,19/45 Rosanna Road HEIDELBERG VIC 3084,2,1,1,3084
1495,Micckey V Grover,450.0,7 Lempriere Court ALTONA MEADOWS VIC 3028,3,1,0,3028
1496,Adriana Lagaris,450.0,5/82-84 Diamond Creek Road GREENSBOROUGH VIC 3088,2,1,1,3088
1497,Xavier  Sukra,420.0,6/22 Forrest Street ALBION VIC 3020,2,1,1,3020
1498,Established Property Leasing,450.0,1/14-16 Howard Street ALTONA MEADOWS VIC 3028,2,1,1,3028
1499,Alisha Webber,420.0,31 Hilton Way MELTON WEST VIC 3337,3,1,0,3337
1500,Karla Vella,420.0,4 Bligh Pl WYNDHAM VALE VIC 3024,3,1,2,3024
1501,Sonia Greco,450.0,Rear 620 Bell Street PRESTON VIC 3072,2,1,1,3072
1502,Sasha Mikhman,450.0,7/23 Fitzgibbon Crescent CAULFIELD NORTH VIC 3161,1,1,1,3161
1503,Reece Fidler,450.0,19 Iona Street NORLANE VIC 3214,3,1,1,3214
1504,Jordana Tagell,430.0,9/228 Barkly Street BRUNSWICK VIC 3056,2,1,1,3056
1505,Blake O'Neil,450.0,20 Wallangara Boulevard HARKNESS VIC 3337,4,2,2,3337
1506,Kimbaley Martin,435.0,2/3 Hindle Street GROVEDALE VIC 3216,2,1,2,3216
1507,Milly Chaprana,450.0,14 Mchaffie Terrace MANOR LAKES VIC 3024,4,2,2,3024
1508,Emily Haynes,420.0,6 Milton Street BELL PARK VIC 3215,3,1,2,3215
1509,Mercedes Antonopoulos,450.0,1/497 High Street NORTHCOTE VIC 3070,2,1,0,3070
1510,Jamison Edwards,450.0,5/66 King Street HASTINGS VIC 3915,2,1,0,3915
1511,Jennifer Parrot,420.0,5 Winstanley Road THOMSON VIC 3219,3,2,2,3219
1512,Morwell Property Management,420.0,11 Joseph Court MORWELL VIC 3840,3,1,1,3840
1513,Caitlin Stewart,425.0,13 Sprinter Way WINTER VALLEY VIC 3358,4,2,2,3358
1514,For Rent (VIC),445.0,7/1 Fiona Court ST KILDA VIC 3182,1,1,1,3182
1515,Domenic Adamo,420.0,27 Rosebank Walk THORNHILL PARK VIC 3335,3,2,2,3335
1516,Kim Davey,420.0,306/112 Ireland Street WEST MELBOURNE VIC 3003,1,1,0,3003
1517,Kathmandu Properties Rental,420.0,5 Waratah Street MELTON SOUTH VIC 3338,3,1,1,3338
1518,Kyle Anderson,420.0,14 Prince St CRESWICK VIC 3363,3,1,4,3363
1519,Ben Fu,440.0,601/42 Porter Street PRAHRAN VIC 3181,1,1,0,3181
1520,Katie Wong,425.0,115/5 Dudley Street CAULFIELD EAST VIC 3145,1,1,0,3145
1521,Alister Hosking,450.0,510 Ligar Street SOLDIERS HILL VIC 3350,3,1,2,3350
1522,Filiz Cabukoglu,450.0,2A Urana Avenue SUNSHINE NORTH VIC 3020,2,2,1,3020
1523,Kim Davey,420.0,301/5 Stawell Street WEST MELBOURNE VIC 3003,1,1,0,3003
1524,Ali Dowling,440.0,21 Sugarlea Street MANOR LAKES VIC 3024,3,2,2,3024
1525,Abbey McCaughan,430.0,6/18 St Kilda Street INVERLOCH VIC 3996,2,1,1,3996
1526,Create Real Estate,430.0,20 Julian Street WERRIBEE VIC 3030,3,1,1,3030
1527,Natalie Micevic,420.0,19 Upway Circuit WESTMEADOWS VIC 3049,2,1,1,3049
1528,Alexandria Boyce,450.0,27 Everard Street FOOTSCRAY VIC 3011,1,1,2,3011
1529,Claudia Hartin,440.0,67 Pacific Drive HEIDELBERG WEST VIC 3081,2,1,2,3081
1530,Lilian Akkari,420.0,90/93-103 High Street PRESTON VIC 3072,1,1,1,3072
1531,Armando Giacon,430.0,25/18 Cochrane Street BRIGHTON VIC 3186,1,1,1,3186
1532,Dan Phan,425.0,6/5 Byrne Avenue ELWOOD VIC 3184,1,1,0,3184
1533,Jessica Windsor,420.0,2/17 Kennedy Street LONGWARRY VIC 3816,2,2,1,3816
1534,Minmin Winand,440.0,5/7 Guild Avenue NOBLE PARK VIC 3174,2,1,1,3174
1535,Micckey V Grover,410.0,3 Lynch Court ALTONA MEADOWS VIC 3028,3,1,0,3028
1536,Bronte Carfino,450.0,403/5 Blanch Street PRESTON VIC 3072,1,1,1,3072
1537,Rayna Hao,450.0,1/44 Geelong Road FOOTSCRAY VIC 3011,2,1,1,3011
